Reference Type,Author,Year,Chapter Title,Book Editor,Book Title,Place Published,Publisher,Volume,Number of Volumes,Page Range,Chapter Number,Edition,Translator,ISBN,DOI,Reprint Edition,WorldCat URL,Publisher URL,Leuven URL,When,What,Where,Who,Abstract,Notes,Notes to Editors,Translated Author,Translated Title,Language,Editing Tags
Book Chapter,"Alfieri, Fernanda",2016,Unearthing Chaos and Giving Shape to It: The Society of Jesus After Suppression: Hiatus and Continuity,"Pombeni, Paolo",The Historiography of Transition: Critical Phases in the Development of Modernity (1494–1973),New York,Routledge,,,,7,,,9781138122444,,,www.worldcat.org/oclc/9271397,,,19th century,History -- General -- Suppression|History -- General -- Restoration|Identity,Europe,,"Defining a “historic transition” means understanding how the complex system of intellectual, social, and material structures formed that determined the transition from a certain “universe” to a “new universe,” where the old explanations were radically rethought. In this book, a group of historians with specializations ranging from the sixteenth to the twentieth centuries and across political, religious, and social fields, attempt a reinterpretation of “modernity” as the new “Axial Age.”",,,,,English,CULL|REVIEW
Book Chapter,"Alfonso Mola, Marina|Martínez Shaw, Carlos",2007,Pedro Páez y la misión jesuita en Etiopía en el contexto de la unión de las coronas de España y Portugal,"Aregay, Merid W.",Conmemoración del IV centenario de la llegada del sacerdote españo Pedro Páez a Etiopia: actas del seminario internacional celebrado en Addis Abeba del 9 al 11 de diciembre de 2003,Madrid,Agencia Española de Cooperación Internacional,,,47–67,,,,848347025X|9788483470251,,,,http://dialnet.unirioja.es/servlet/libro?codigo=437458,,16th century|17th century,Foreign Missions -- History -- Regional,Africa -- Ethiopia,"Páez, Pedro, 1564–1622",,,,,,Spanish,CULL|REVIEW
Book Chapter,"Almási, Gábor",2015,Touring Europe: Comparing East-Central European Academic Peregrination in the Sixteenth and Seventeenth Century,"Almási, Gábor","A Divided Hungary in Europe: Exchanges, Networks and Representations, 1541–1699","Newcastle upon Tyne, UK",Cambridge Scholars Publishing,1: Study Tours and Intellectual–Religious Relationships,,17–35,,,,9781443872942|1443872946,,,,,,16th century|17th century,History -- Regional|Spirituality -- Devotion -- Pilgrimage|Travel,Europe -- Hungary|Europe -- Czech Republic -- Prague,,,,,,,English,CULL|REVIEW
Book Chapter,"Almási, Gábor",2015,Introduction,"Almási, Gábor","A Divided Hungary in Europe: Exchanges, Networks and Representations, 1541–1699","Newcastle upon Tyne, UK",Cambridge Scholars Publishing,1: Study Tours and Intellectual–Religious Relationships,,1–16,,,,9781443872942|1443872946,,,,,,16th century|17th century,History -- Regional|Politics,Europe -- Hungary,"Pázmány, Péter, 1570–1637",,,,,,English,CULL|REVIEW
Book Chapter,"Alneida, Denis|Joseph, George Gheverghese",2009,A Report of the Investigation on the Possibility of the Transmission of the Medieval Kerala Mathematics to Europe,"Joseph, George Gheverghese",Kerala Mathematics: History and Its Possible Transmission to Europe,Delhi,B. R. Publishing,,,257–276,,,,817646662X|9788176466622,,,http://worldcat.org/oclc/301889484,,,16th century|17th century,Foreign Missions -- Sciences -- Mathematics,Asia -- India -- Kerala,,,"Papers presented at the International Workshop on Medieval Kerala Mathematics: Historical Relevance and Possibilities of Transmission of Europe, held at Trivandrum in December 2005.",,,,English,CULL|REVIEW
Book Chapter,"Alonso Montero, Xesús",2008,Fernando Hoyos 'era' sacerdote,"Hoyos de Asig, María|Blanco Carballo, Antonio|Corral Alonso, Enrique",En la memoria del pueblo: Homenaje a Fernando Hoyos/Na memoria do pobo: Homenaxe a Fernando Hoyos,"Santiago de Compostela, Spain",Fundación 10 de Marzo,,,239–242,,,,9788493059569|8493059560,,,http://worldcat.org/oclc/316144626,,,20th century,Foreign Missions -- Biography,North America -- Guatemala,"Hoyos, Fernando, 1943–1982",,In Spanish and Galician.,,,,Spanish,CULL|REVIEW
Book Chapter,"Alonso Romo, Eduardo Javier",2011,Francisco de Borja y Simão Rodrigues: Dos coetáneos frente a frente,"García Hernán, Enrique|Ryan, María del Pilar","Francisco de Borja y su tiempo: Política, religión y cultura en la Edad Moderna",Rome; Valencia,Institutum Historicum Societatis Iesu; Albatros Ediciones,,,269–284,,,,8870413748|9788870413748|9788472742949|8472742946,,,http://www.worldcat.org/oclc/783149943,,,16th century,Biography|History -- First Jesuits |Saints and Blessed,Europe,"Borja, Francisco de, Saint, 1510–1572|Rodrigues, Simão, 1510–1579",,|Type of Work:  Conference publication,,,,Spanish,CULL|REVIEW
Book Chapter,"Alonso Romo, Eduardo Javier",2012,"Pedro Morejón: Vida, obra e itinerario transoceánico de un jesuita castellano","Martínez Millán, José|Pizarro Llorente, Henar|Jiménez Pablo, Esther","Los jesuitas. Religión, política y educación (siglos XVI–XVIII)",Madrid,Universidad Pontificia Comillas,3,3,1551–1572,,,,9788484684282|8484684288|9788484684299|8484684296|9788484684305|848468430X|9788484684312|8484684318,,,http://www.worldcat.org/oclc/820121652,,,17th century,Foreign Missions|Biography,Asia -- Japan,"Morejón, Pedro, 1562–c.1634",,,,,,Spanish,CULL|REVIEW
Book Chapter,"Alonso Romo, Eduardo Javier",2015,Fuentes de la Compañía de Jesús en Oriente (1540–1640): Los escritod de san Francisco Javier como paradigma,"Delgado Jara, Inmaculada|Pena González, Miguel Anxo",A quinientos años de la Políglota: El proyecto humanístico de Cisneros: Fuentes documentales y líneas de investigación,Salamanca,Universidad Pontificia de Salamanca,,,,10,,,9788416066315|8416066310,,,http://worldcat.org/oclc/914469616,,,16th century|17th century,Foreign Missions -- Sources -- Letters|Saints and Blessed|Foreign Missions -- History -- Regional,Europe,"Francis Xavier, Saint, 1506–1552",,,,,,Spanish,CULL|REVIEW
Book Chapter,"Alphonso, Herbert",2003,Authentic Spiritual Experience: A Vehicle of God's Spirit for Interreligious Dialogue,"Kendall, Danial|O'Collins, Gerald",In Many and Diverse Ways: In Honor of Jacques Dupuis,"Maryknoll, NY",Orbis,,,,10,,,1570755108|9781570755101,,,http://worldcat.org/oclc/52271736,,,20th century|21st century,Theology -- Interreligious Dialogue|Spirituality -- Self-awareness,,"Dupuis, Jacques, 1923–2004",,,,,,English,CULL|REVIEW
Book Chapter,"Altendorf, Martina",2015,Pierre Teilhard des Chardin SJ,"Keppeler, Cornelius|Pech, Justinus C.","Einflussreich, aber vergessen?: Theologische Denker aus der 1. Hälfte des 20. Jahrhunderts",Heiligenkreuz im Wienerwald,Be&Be-Verlag,,,61–83,,,,9783902694942|3902694947,,,http://worldcat.org/oclc/944432308,,,20th century,Theology -- Biography|Theology -- Ecclesiology,Europe -- France,"Teilhard de Chardin, Pierre, 1881–1955",,,,,,German,CULL|REVIEW
Book Chapter,"Altendorf, Martina",2015,Henri de Lubac: Grundzüge einer Fundamentalekklesiologie,"Keppeler, Cornelius|Pech, Justinus C.",Zeitgenössische Kirchenverständnisse: Acht ekklesiologische Porträts,Heiligenkreuz im Wienerwald,Be&Be-Verlag,"2: Erweiterte Auflage, mit einem Geleitwort von Kurt Cardinal Koch",,63–94,,2nd,,9783902694935|3902694939,,,http://worldcat.org/oclc/912952979,,,20th century,Theology -- Biography|Theology -- Fundamental|Theology -- Ecclesiology,Europe -- France,"de Lubac, Henri, 1896–1991",,,,,,German,CULL|REVIEW
Book Chapter,"Álvares Torres, Antolín",2001,Gregorio de Valencia,"Fartos Martínez, Maximiliano|Velázquez Campo, Lorenzo",La filosofía española en Castilla y León: De los orígenes al Siglo de Oro,Valladolid,Universidad de Valladolid,,,393–411,,,,8477627517|9788477627517,,,http://worldcat.org/oclc/138316194,,,16th century,Philosophy -- Biography|Philosophy -- Scholasticism,Europe -- Spain -- Castile and León,"Valencia, Gregorio de, c.1549–1603",,,,,,Spanish,CULL|REVIEW
Book Chapter,"Álvarez Bolado, Alfonso",2007,La Congregación 32,"La Bella, Gianni","Pedro Arrupe, general de la Compañía de Jesús: Nuevas aportaciones a su biografía",Bilbao; Santander,Mensajero; Sal Terrae,,,251–356,,,,8427128320|9788427128323|9788429316896|8429316892,,,http://worldcat.org/oclc/122935570,,,20th century,Government -- General Congregations|Generals -- Pedro Arrupe -- Biography,Europe -- Italy -- Rome,"Arrupe, Pedro, 1907–1991",,,,,,Spanish,CULL|REVIEW
Book Chapter,"Álvarez Bolado, Alfonso",2009,La XXXIIe Congrégation générale,"La Bella, Gianni","Pedro Arrupe, supérieur général des jésuites (1965–1983): Le gouvernement d'un prophète",Brussels,Lessius,,,153–236,,,,9782872991891|2872991891,,,http://worldcat.org/oclc/465089602,,,20th century,History -- General Congregations|Generals -- Pedro Arrupe|Government,Europe -- Italy -- Rome,"Arrupe, Pedro, 1907–1991",,,,,,French,CULL|REVIEW
Book Chapter,"Alvaro Zamora, María Isabel|Ibáñez Fernández, Javier",2014,"Los jesuitas y las artes: Nuevas investigaciones, nuevas visiones","Alvaro Zamora, María Isabel|Ibáñez Fernández, Javier",La Compañía de Jesús y las artes: Nuevas perspectivas de investigación,Zaragoza; Madrid,"Universidad Zaragoza; Gobierno de España, Ministerio de economía y competitividad",,,5–36,,,,9788492522897|8492522895,,,http://worldcat.org/oclc/910084777,,,16th century|17th century|18th century|19th century|20th century,Arts -- Art History -- Historiography,,,,,,,,Spanish,CULL|REVIEW
Book Chapter,"Amaladass, Anand",2006,Mission der Kirche definiert von der Kultur eines Missionslandes: Am Beispiel eines missverstandenen Genies in der Missionsgeschichte Indiens; Roberto de Nobili (1577–1656),"Franz, Thomas|Sauer, Hanjo",Glaube in der Welt von heute: Theologie und Kirche nach dem Zweiten Vatikanischen Konzil: für Elmar Klinge,Würzburg,Echter,2: Diskursfelder,,306–318,,,,342902854X|9783429028541,,,http://worldcat.org/oclc/219152791,,,17th century,Foreign Missions -- History -- Regional|Foreign Missions -- Evangelization -- Strategies|Theology -- Missiology,Asia -- India,"Nobili, Roberto de', 1577–1656",,,,,,German,CULL|REVIEW
Book Chapter,"Amaladass, Anand",2007,Interculturality in the Mission and Method of de Nobili,"Arun, C. Joe",Interculturation of Religion: Critical Perspectives on Robert de Nobili's Mission in India,Bangalore,Asian Trading Corporation,,,145–157,,,,8170864380|9788170864387,,,http://worldcat.org/oclc/181599178,,,16th century|17th century,Foreign Missions -- Intercultural Dialogue|Foreign Missions -- Evangelization -- Strategies,Asia -- India,"Nobili, Roberto de', 1577–1656",,"Paper presented at a seminar on ""Dialectic of religion and culture: De Nobili's critic of Hindu nationalism"", organized by De Nobili Research Centre of Loyola College, Madras, India in Aug. 2005; festschrift on 400th anniversary of Roberto de Nobili's mission to Madhurai, India.|Type of Work:  Conference publication",,,,English,CULL|REVIEW
Book Chapter,"Amaladass, Anand",2007,"Roberto de' Nobili's Life, Works, and Interpretation of Indian Texts","Puthiadam, Ignatius","Fr. De Nobili, a Trendsetter: Life, Work and Spirituality",Bangalore,Asian Trading Corporation,,,,,,,817086416X|9788170864165,,,http://worldcat.org/oclc/217145675,,,16th century|17th century,Foreign Missions -- Biography|Foreign Missions -- Linguistics -- Hermeneutics,Asia -- India,"Nobili, Roberto de', 1577–1656",,,,,,English,CULL|REVIEW
Book Chapter,"Amaladass, Anand",2014,"Early Jesuit Mission Methods in Asia, with Special Reference to the Ñānōpadēcak kurippiṭam (Catechism) of Roberto Nobili","Amaladass, Anand|Županov, Ines G.",Intercultural Encounter and the Jesuit Mission in South Asia (16th–18th Centuries),Bangalore,Asian Trading Corporation,,,88–112,3,,,9788170866909|8170866901,,,www.worldcat.org/oclc/892788194,,,16th century|17th century|18th century,Foreign Missions -- History -- Regional|Foreign Missions -- Evangelization -- Strategies|Foreign Missions -- Ministries -- Catechism,Asia -- India,"Nobili, Roberto de', 1577–1656",,,,,,English,KEEP|REVIEW
Book Chapter,"Amaladoss, Michael",2007,Roberto de Nobili's Attitude to Other Religions,"Arun, C. Joe",Interculturation of Religion: Critical Perspectives on Robert de Nobili's Mission in India,Bangalore,Asian Trading Corporation,,,42–52,,,,8170864380|9788170864387,,,http://worldcat.org/oclc/181599178,,,16th century|17th century,Foreign Missions -- Inculturation|Foreign Missions -- Biography,Asia -- India,"Nobili, Roberto de', 1577–1656",,"Paper presented at a seminar on ""Dialectic of religion and culture: De Nobili's critic of Hindu nationalism"", organized by De Nobili Research Centre of Loyola College, Madras, India in Aug. 2005; festschrift on 400th anniversary of Roberto de Nobili's mission to Madhurai, India.|Type of Work:  Conference publication",,,,English,CULL|REVIEW
Book Chapter,"Amaya, Yesica",2008,Itinerários de viagem pelos confin do território americano: Os missionários jesuítas e a expansão para a área as sul de Buenos Aires,"Anzai, Leny Caselli|Martins, Maria Cristina Bohn","Histórias coloniais em áreas de fronteiras: Índios, jesuítas e colonos","São Leopoldo, Brazil; Cuiabá, Brazil",OIKOS; EdUFMT,,,232–259,,,,9788578430641|8578430646|9788532703149|8532703143,,,http://worldcat.org/oclc/630685560,,,17th century|18th century,Foreign Missions -- Travel|Foreign Missions -- Exploration|Foreign Missions -- History -- Regional,South America -- Argentina -- Buenos Aires,,,,,,,Portuguese,CULL|REVIEW
Book Chapter,"Ambrogio, Selusi",2014,The Jesuit Dilemma in Asia: Being a Naked Ascetic or a Court Literate?,"Nosch, Marie-Louise|Fend, Zhao|Varadarajan, Lotika",Global Textile Encounters,"Oxford, UK",Oxbow Book,,,256,16,,,9781782977353|178297735X,,,www.worldcat.org/oclc/892728399,,,17th century,Foreign Missions -- Accommodation|Foreign Missions -- Inculturation,Asia -- China,,,,,,,English,KEEP|REVIEW
Book Chapter,"Anagnostou, Sabine",2005,Missionsmedizin und Missionspharmazie im kolonialen Amerika,"Meier, Johannes","Sendung – Eroberung – Begegnung: Franz Xaver, die Gesellschaft Jesu und die katholische Weltkirche im Zeitalter des Barock",Wiesbaden,Harrassowitz,,,261–92,,,,3447050985|9783447050982,,,http://worldcat.org/oclc/57285736,,,16th century,Foreign Missions -- Sciences -- Medicine|Foreign Missions -- Pharmacies,South America|North America -- USA,,,,,,,German,CULL|REVIEW
Book Chapter,"Anagnostou, Sabine",2011,Protagonisten der Missionspharmazie. Jesuitenapotheker aus Bayern und Franken in Lateinamerika,"Hartmann, Peter Claus|Schmid, Alois",Bayern in Lateinamerika: Transatlantische Verbindungen und interkultureller Austausch,Munich,Beck,,,237–260,,,,3406107230|9783406107238,,,http://www.worldcat.org/oclc/778268856,,,18th century,Foreign Missions -- Pharmacies,South America -- Chile|Europe -- Germany -- Bavaria,"Zeitler, Joseph, 1724–1789",,,,,,German,CULL|REVIEW
Book Chapter,"Anagnostou, Sabine|Fechner, Fabian",2011,Historia natural y farmacia misionera entre los jesuitas del paraguay,"Wilde, Guillermo",Saberes de la conversión: Jesuitas indígenas e imperios coloniales en las fronteras de la cristiandad,Buenos Aires,Editorial SB,,,175–190,,,,9789871256938|9871256930,,,http://www.worldcat.org/oclc/819532570,,,16th century|17th century|18th century,Foreign Missions -- Pharmacies,South America -- Paraguay,,,,,,,Spanish,CULL|REVIEW
Book Chapter,"Anchukandam, Thomas",2007,Local Practices and Christianity: Some Pertinent Clarifications in the Context of the de Nobilian Experiment,"Arun, C. Joe",Interculturation of Religion: Critical Perspectives on Robert de Nobili's Mission in India,Bangalore,Asian Trading Corporation,,,83–104,,,,8170864380|9788170864387,,,http://worldcat.org/oclc/181599178,,,16th century|17th century,Foreign Missions -- Evangelization -- Strategies|Foreign Missions -- Inculturation,Asia -- India,"Nobili, Roberto de', 1577–1656",,"Paper presented at a seminar on ""Dialectic of religion and culture: De Nobili's critic of Hindu nationalism"", organized by De Nobili Research Centre of Loyola College, Madras, India in Aug. 2005; festschrift on 400th anniversary of Roberto de Nobili's mission to Madhurai, India.|Type of Work:  Conference publication",,,,English,CULL|REVIEW
