Reference Type,Author of Review,Year,Title of Review,Title of Journal,Volume,Issue,Page Range,Reviewed Author,Reviewed Editor,Reviewed Translator,Reviewed Title,Epub Date,Date,ISSN,DOI,WorldCat URL,Publisher URL,Leuven URL,When,What,Where,Who,Abstract,Notes,Notes to Editors,Translated Author,Translated Title,Language,Editing Tags
Book Review,"Ashley, Leonard R. N.",2011,"Review of: The University of Mantua, the Gonzaga and the Jesuits, 1584–1630",Bibliothèque d’humanisme et Renaissance,73,1,175,"Grendler, Paul F.",,,"The University of Mantua, the Gonzaga and the Jesuits, 1584–1630",,,0006-1999,,,http://www.jstor.org/stable/41239599,,16th century|17th century,Education -- Universities|History -- Local|Politics -- Monarchy,Europe -- Italy -- Mantua,,,,,,,English,KEEP|REVIEW
Book Review,"Ashley, Leonard R. N.",2011,Review of: Die Jesuiten im kolonialen Brasilien,Bibliothèque d’humanisme et Renaissance,73,2,404,"Aymoré, Fernando Amado",,,Die Jesuiten im kolonialen Brasilien,,,0006-1999,,,http://www.jstor.org/stable/41479785,,16th century|17th century|18th century,Foreign Missions -- History -- Regional|Foreign Missions -- Colonialism,South America -- Brazil,,,,,,,English,KEEP|REVIEW
Book Review,"Astarita, Tommaso",2005,Review of: A Paradise Inhabited by Devils: The Jesuits' Civilizing Mission for Early Modern Naples,Catholic Historical Review,91,4,816–817,"Selwyn, Jennifer D.",,,A Paradise Inhabited by Devils: The Jesuits' Civilizing Mission for Early Modern Naples,,October,0008-8080,,,https://muse.jhu.edu/article/191826,,16th century|17th century|18th century,History -- Local -- Social History,Europe -- Italy -- Naples,,,,,,,English,KEEP|REVIEW
Book Review,"Asti, Francesco",2010,Review of: Prendre part à l'intransmissible. La communication spirituelle à travers la correspondence de Jean-Joseph Surin,Archivum historicum Societatis Iesu,79,157,237–239,"Goujon, Patrick",,,Prendre part à l'intransmissible. La communication spirituelle à travers la correspondence de Jean-Joseph Surin,,January–June,0037-8887,,,,,17th century,Spirituality -- Mysticism,Europe -- France,"Surin, Jean-Joseph, 1600–1665",,,,,,Italian,CULL|REVIEW
Book Review,"Astorgano Abajo, Antonio",2015,"Review of: El clasicismo en la época de Pedro José Márquez (1741–1820). Arqueología, filología, historia, música y teoría arquitectónica",Antiguos jesuitas en Iberoamérica,3,2,260–265,,"Flores Flores, Oscar",,"El clasicismo en la época de Pedro José Márquez (1741–1820). Arqueología, filología, historia, música y teoría arquitectónica",,July–December,2314-3908,,,,,18th century|19th century,Foreign Missions -- Arts -- Art History|Foreign Missions -- Archaeology -- History|Foreign Missions -- Literature -- Philology|Foreign Missions -- Historiography|Foreign Missions -- Arts -- Music|Foreign Missions -- Arts -- Architecture -- Theory,North America -- Mexico,"Marquez, Pietro, 1741–1820",,,,,,Spanish,CULL|REVIEW
Book Review,"Athans, Mary Christine",2014,Review of: 'The Tragic Couple': Encounters between Jews and Jesuits,Theological Studies,75,4,905–906,,"Bernauer, James|Maryks, Robert A.",,'The Tragic Couple': Encounters between Jews and Jesuits,,December,0040-5639|2169-1304,10.1177/0040563914548658d,,http://journals.sagepub.com/doi/abs/10.1177/0040563914548658d,,16th century|17th century|18th century|19th century|20th century,Jews|Controversies -- Conversos|History -- General,Europe|Asia,,,,,,,English,KEEP|REVIEW
Book Review,"Austin, Shawn Michael",2016,"Review of: Demographic Change and Ethnic Survival among the Sedentary Populations on the Jesuit Mission Frontiers of Spanish South America, 1609–1803: The Formation and Persistence of Mission Communities in a Comparative Context",Journal of Jesuit Studies,3,1,102–104,"Jackson, Robert H.",,,"Demographic Change and Ethnic Survival among the Sedentary Populations on the Jesuit Mission Frontiers of Spanish South America, 1609–1803: The Formation and Persistence of Mission Communities in a Comparative Context",,,2214-1324,10.1163/22141332-00301005-05,,http://booksandjournals.brillonline.com/content/journals/10.1163/22141332-00301005-05,,18th century,Foreign Missions -- History -- Regional -- Social|Foreign Missions -- Indigenous People|Foreign Missions -- Ethnography,South America -- Paraguay,,"Leiden; Boston: Brill, 2015. Pp. xvi + 290. Pb, $128.",,,,,English,KEEP|REVIEW
Book Review,"Baciero, Carlos",2006,Review of: Evangelizzare il mondo: Le missioni della Compagnia di Gesù tra Europa e America (secoli XVI–XVII),Hispania sacra,58,118,777–778,"Broggio, Paolo",,,Evangelizzare il mondo: Le missioni della Compagnia di Gesù tra Europa e America (secoli XVI–XVII),,July–December,0018-215X,,,http://hispaniasacra.revistas.csic.es/index.php/hispaniasacra/article/view/21/21,,16th century|17th century,Foreign Missions -- History -- General|Foreign Missions -- Evangelization -- Strategies,South America|North America|Europe,,,,,,,Spanish,CULL|REVIEW
Book Review,"Baek, Min-Jeong",2013,"Review of: Matteo Ricci-wa, Zhu Xi, geurigo Jeong Yak-yong",Korea Journal,53,3,188–194,"Seon-Hee, Kim",,,"Matteo Ricci-wa, Zhu Xi, geurigo Jeong Yak-yong",,Autumn,0023-3900,,,https://www.ekoreajournal.net/issue/index2.htm?Idx=442#,,16th century|17th century,Foreign Missions -- History -- Regional|Foreign Missions -- Biography,Asia -- China|Asia -- North Korea|Asia -- South Korea,"Ricci, Matteo, 1552–1610",,,,,"Matteo Ricci, Zhu Xi, and Jeong Yak-yong",English,CULL|REVIEW
Book Review,"Bailey, Gauvin Alexander",2003,Review of: Diccionario histórico de la Compañía de Jesús,Catholic Historical Review,89,3,530–535,,"O'Neill, Charles E.|Domínguez, Joaquín Maria",,Diccionario histórico de la Compañía de Jesús,,July,0008-8080,10.1353/cat.2003.0145,,https://muse.jhu.edu/article/47402,,16th century|17th century|18th century|19th century|20th century|21st century,Historiography -- Dictionaries|History -- General,,,,,,,,English,CULL|REVIEW
Book Review,"Bailey, Gauvin Alexander",2009,Review of: Arquitectura en la iglesia de San Ignacio de Bogotá AND El arte de la Companía de Jesús en Andalucía,Archivum historicum Societatis Iesu,78,155,308–311,"Rentería Salazar, Patricia |García Gutiérrez, Fernando",,,Arquitectura en la iglesia de San Ignacio de Bogotá|El arte de la Companía de Jesús en Andalucía,,January–June,0037-8887,,,,,16th century|17th century|18th century|19th century|20th century|21st century,Foreign Missions -- Arts -- Architecture -- Churches,Europe -- Spain|South America -- Colombia -- Bogotá,,,,,,,English,CULL|REVIEW|BRMULT
Book Review,"Bailey, Gauvin Alexander",2010,Review of: San Francisco Javier entre dos continentes,The Americas,67,1,115–116,,"Arellano, Ignacio|González Acosta, Alejandro|Herrera, Arnulfo",,San Francisco Javier entre dos continentes,,July,1533-6247|0003-1615,10.1353/tam.0.0298,,http://muse.jhu.edu/journals/the_americas/v067/67.1.bailey.html,,16th century|17th century|18th century,Saints and Blessed|Foreign Missions -- Biography,Asia -- Japan|North America -- Mexico,"Francis Xavier, Saint, 1506–1552",,"Volume 67, Number 1, July 2010",,,,English,CULL|REVIEW
Book Review,"Bailey, Gauvin Alexander",2013,"Art, Architecture, and Religious Orders in the Latin Americas: From Quebec to Quito",Latin American Research Review,48,3,181–192,"Juana Gutiérrez, ed.|Laurier Lacroix, ed.|Johannes Meier and Michael Mülle, eds.|Johannes Meier and Christoph Nebgen, eds.|Susanne L. Stratton-Pruitt, ed.|Bozidar Darko Sustersic|Susan V. Webster",,,"Painting of the Kingdoms: Shared Identities; Territories of the Spanish Monarchy, 16th–18th Centuries|Les arts en Nouvelle-France|Jesuiten aus Zentraleuropa in Portugiesisch- und Spanisch-Amerika: Ein bio-bibliographisches Handbuch. Band II: Chile (1618–1771)|Jesuiten aus Zentraleuropa in Portugiesisch- und Spanisch-Amerika: Ein bio-bibliographisches Handbuch. Band III: Neugranada (1618–1771)|The Art of Painting in Colonial Quito / El arte de la pintura en Quito colonial|Imágenes guaraní-jesuíticas: Paraguay, Argentina, Brasil|Quito, ciudad de maestros: Arquitectos, edificios y urbanismo en el largo siglo XVII",,,1542-4278,10.1353/lar.2013.0033,,http://muse.jhu.edu/journals/latin_american_research_review/v048/48.3.bailey.html,,16th century|17th century|18th century,Arts|Arts -- Architecture,North America|South America|Europe,,,"Volume 48, Number 3, 2013",,,,English,KEEP|REVIEW|BRMULT
Book Review,"Baldini, Ugo",2012,French Jesuit Missionaries in China in the Seventeenth and Eighteenth Centuries,Metascience,21,1,227–230,"Hsia, Florence C.",,,Sojourners in a Strange Land: Jesuits and Their Scientiﬁc Missions in Late Imperial China,,March,8150796,10.1007/s11016-011-9530-8,,http://link.springer.com/article/10.1007%2Fs11016-011-9530-8,,17th century|18th century,Foreign Missions -- Personnel,Asia -- China,,,Copyright - Springer Science+Business Media B.V. 2012,,,,English,KEEP|REVIEW
Book Review,"Banks, Bryan",2016,"Review of: The Wanton Jesuit and the Wayward Saint: A Tale of Sex, Religion, and Politics in Eighteenth-Century France",History (USA),44,6,176–177,"Choudhury, Mita",,,"The Wanton Jesuit and the Wayward Saint: A Tale of Sex, Religion, and Politics in Eighteenth-Century France",,,0361-2759|1930-8280,10.1080/03612759.2016.1225241,,http://www.tandfonline.com/doi/full/10.1080/03612759.2016.1225241,,18th century,Biography|Foreign Missions -- Travel|Politics|History -- Regional,Europe -- France,"Girard, Jean-Baptiste, 1680–1733",,,,,,English,KEEP|REVIEW
Book Review,"Barber, Michael D.",2007,Review of: Teilhard and the Future of Humanity,International Philosophical Quarterly,47,3,382–384,,"Meynard, Thierry",,Teilhard and the Future of Humanity,,,0019-0365|2153-8077,10.5840/ipq200747333,,http://www.pdcnet.org/collection/authorizedshow?id=ipq_2007_0047_0003_0382_0384&pdfname=ipq_2007_0047_0003_0122_0124.pdf&file_type=pdf,,20th century,Writings|Political Thought -- Globalization|Ecology,,"Teilhard de Chardin, Pierre, 1881–1955",,,,,,English,CULL|REVIEW
Book Review,"Barbón, Maria S.",2015,Review of: Domesticating Empire: Enlightenment in Spanish America,Colonial Latin American Review,24,3,446,"Stolley, Karen",,,Domesticating Empire: Enlightenment in Spanish America,,,1060-9164|1466-1802,10.1080/10609164.2015.1096461,,https://www.tandfonline.com/doi/full/10.1080/10609164.2015.1096461,,18th century,Foreign Missions -- History -- Regional|Foreign Missions -- Enlightenment,South America -- Chile,"Molina, Juan Ignacio, 1740–1829",,,,,,English,CULL|REVIEW
Book Review,"Barcia, Manuel",2010,Review of: Treatise on Slavery: Selections from ‘De instauranda Aethiopum salute’,Bulletin of Spanish Studies,87,1,137,"Germeten, Nicole Von",,,Treatise on Slavery: Selections from ‘De instauranda Aethiopum salute’,,,1478-3428,10.1080/14753821003679445,,http://www.tandfonline.com/doi/pdf/10.1080/14753821003679445,,17th century,Foreign Missions -- Slavery|Foreign Missions -- Writings|Foreign Missions -- Ethnology,South America -- Colombia -- Cartagena|Africa -- Ethiopia,"Sandoval, Alonso de, 1576–1652",,,,,,English,CULL|REVIEW
Book Review,"Barden, Garrett",2006,"Review of: Developing the Lonergan Legacy: Historical, Theoretical and Existential Themes",Irish Theological Quarterly,71,1–2,196–197,"Crowe, Frederick E.","Vertin, Michael",,"Developing the Lonergan Legacy: Historical, Theoretical and Existential Themes",,February,0021-1400|1752-4989,10.1177/0021140006072602,,http://itq.sagepub.com/cgi/content/short/71/1-2/196,,20th century,Philosophy|Theology|Biography,,"Lonergan, Bernard J. F., 1904–1984",,,,,,English,CULL|REVIEW
Book Review,"Barden, Garrett",2008,Review of: Startling Strangeness: Reading Lonergan's Insight,Irish Theological Quarterly,73,3–4,385–386,"Liddy, Richard M.",,,Startling Strangeness: Reading Lonergan's Insight,,November,0021-1400|1752-4989,10.1177/0021140008095445,,http://itq.sagepub.com/cgi/content/short/73/3-4/385,,20th century,Philosophy -- Anthropology|Philosophy -- Theory of Knowledge,,"Lonergan, Bernard J. F., 1904–1984",,,,,,English,CULL|REVIEW
Book Review,"Barden, Garrett",2009,"Review of: Collected Works of Bernard Lonergan, Volume 20: Shorter Papers",Irish Theological Quarterly,74,1,93–94,,"Croken, Robert C.|Doran, Robert M.|Monsour, H. Daniel",,"Collected Works of Bernard Lonergan, Volume 20: Shorter Papers",,February,0021-1400|1752-4989,10.1177/0021140008098847,,http://itq.sagepub.com/cgi/content/short/74/1/93,,20th century,Philosophy|Theology|Writings|Biography -- Intellectual,,"Lonergan, Bernard J. F., 1904–1984",,,,,,English,CULL|REVIEW
Book Review,"Barden, Garrett",2011,"Review of: Collected Works of Bernard Lonergan, Vol. 12. The Triune God: Systematics",Irish Theological Quarterly,76,2,190–191,"Lonergan, Bernard J. F.","Doran, Robert M.|Monsour, Daniel","Shields, Michael G.","Collected Works of Bernard Lonergan, Vol. 12. The Triune God: Systematics",,May,0021-1400|1752-4989,10.1177/0021140010396541b,,http://itq.sagepub.com/cgi/content/short/76/2/190,,20th century,Theology -- Trinity,,"Lonergan, Bernard J. F., 1904–1984",,,,,,English,CULL|REVIEW
Book Review,"Barden, Garrett",2013,Review of: Ethical and Epistemic Normativity: Lonergan and Virtue Epistemology,Irish Theological Quarterly,78,2,185–187,"Renić, Dalibor",,,Ethical and Epistemic Normativity: Lonergan and Virtue Epistemology,,May,0021-1400,10.1177/0021140012472943,,http://itq.sagepub.com/cgi/content/short/78/2/185,,20th century,Philosophy -- Epistemology,,"Lonergan, Bernard J. F., 1904–1984",,,,,,English,CULL|REVIEW
Book Review,"Baron, Scarlett",2010,"Review of: I Do I Undo I Redo: The Textual Genesis of Modernist Selves in Hopkins, Yeats, Conrad, Forster, Joyce, and Woolf",Review of English Studies,61,251,654–657,"Fordham, Finn",,,"I Do I Undo I Redo: The Textual Genesis of Modernist Selves in Hopkins, Yeats, Conrad, Forster, Joyce, and Woolf",,,0034-6551,10.1093/res/hgq060,,http://res.oxfordjournals.org/content/61/251/654.extract?sid=987ddba6-d877-4103-9998-e1fd2395ac55,,19th century,Literature -- Poetry -- Sources|Psychology -- Self,Europe -- UK,"Hopkins, Gerard Manley, 1844–1889",,,,,,English,CULL|REVIEW
Book Review,"Barrabino, Martín",2015,Review of: La reducción jesuítica de Santa Rosa y su Capilla de Loreto,Antiguos jesuitas en Iberoamérica,3,2,268–270,"Page, Carlos A.",,,La reducción jesuítica de Santa Rosa y su Capilla de Loreto,,July–December,2314-3908,,,,,18th century,Foreign Missions -- Reductions|Foreign Missions -- History -- Local,South America -- Paraguay,,,,,,,Spanish,CULL|REVIEW
Book Review,"Barrera-Osorio, Antonio",2014,"Review of: Missionary Scientists: Jesuit Science in Spanish South America, 1570–1810",ISIS,105,2,420–421,"Prieto, Andrés I.",,,"Missionary Scientists: Jesuit Science in Spanish South America, 1570–1810",,June,0021-1753,10.1086/677988,,http://www.jstor.org/stable/10.1086/677988,,16th century|17th century|18th century,Foreign Missions -- Sciences -- History of Science|Foreign Missions -- Biography,South America -- Peru|North America -- Mexico,"Cobo, Bernabé, 1580–1657|Acosta, José de, 1540–1600",,,,,,English,KEEP|REVIEW
Book Review,"Barrio Gozalo, Maximiliano",2002,"Review of: Humanistas, políticos e ilustrados",Cuadernos dieciochistas,3,,208–209,"Sanchís, Antonio Mestre",,,"Humanistas, políticos e ilustrados",,,1576-7914,,,http://revistas.usal.es/index.php/1576-7914/article/view/3800/3815,,17th century|18th century,Biography|History -- Intellectual History -- Enlightenment,Europe -- Spain,,,,,,,Spanish,CULL|REVIEW
Book Review,"Barrio Gozalo, Maximiliano",2014,Review of: Carlos III y los bienes de los jesuitas: La cuestión de las temporalidades por la Monarquía borbónica (1767–1815),Cuadernos dieciochistas,15,,385–387,"Martínez Tornero, Carlos A.",,,Carlos III y los bienes de los jesuitas: La cuestión de las temporalidades por la Monarquía borbónica (1767–1815),,,1576-7914,,,http://revistas.usal.es/index.php/1576-7914/article/view/12973/13343,,18th century,History -- Regional -- Expulsion|History -- Economy -- Patrimony|Politics -- Monarchy,Europe -- Spain,,,,,,,Spanish,CULL|REVIEW
Book Review,"Barrio Gozalo, Maximiliano",2014,Review of: Los Colegios de los jesuitas en la Comunidad Valenciana tras su expulsión en 1767,Cuadernos dieciochistas,15,,387–388,"Martínez Tornero, Carlos A.",,,Los Colegios de los jesuitas en la Comunidad Valenciana tras su expulsión en 1767,,,1576-7914,,,http://revistas.usal.es/index.php/1576-7914/article/view/12974/13344,,18th century,Education -- Colleges |History -- Regional -- Expulsion,Europe -- Spain -- Valencia,,,,,,,Spanish,CULL|REVIEW
Book Review,"Barrio Gozalo, Maximiliano",2016,"Review of: Jorge Juan Santacilia: De ""pequeño filósofo"" a ""Newton español",Cuadernos dieciochistas,17,,387–389,"Maculet, Rosario die|Romá, Armando Alberola",,,"Jorge Juan Santacilia: De ""pequeño filósofo"" a ""Newton español",,,1576-7914,,,https://dialnet.unirioja.es/servlet/articulo?codigo=5892955&orden=0&info=link,,18th century,Philosophy|Biography|Education -- Colleges -- Colleges of Nobles|History -- Regional|Sciences -- History of Science,Europe -- Spain,,,,,,,Spanish,CULL|REVIEW
Book Review,"Bassi, Ernesto",2015,Review of: Slavery and Antislavery in Spain's Atlantic Empire,Hispanic American Historical Review,95,3,534–536,,"Fradera, Josep M.|Schmidt-Nowara, Christopher",,Slavery and Antislavery in Spain's Atlantic Empire,,,0018-2168|1527-1900,10.1215/00182168-3088848,,http://hahr.dukejournals.org/content/95/3/534.full,,16th century|17th century|18th century,Foreign Missions -- History -- Regional|Foreign Missions -- Slavery|Foreign Missions -- Politics|Foreign Missions -- Political Thought|Foreign Missions -- Theology -- Law,Europe -- Spain|Europe -- Portugal|North America|South America,,,,,,,English,CULL|REVIEW
