Reference Type,Author,Year,Title,Place Published,Publisher,Volume,Number of Volumes,Number of Pages,Editor,Edition,Translator,ISBN,DOI,Reprint Edition,WorldCat URL,Publisher URL,Leuven URL,When,What,Where,Who,Abstract,Notes,Notes to Editors,Translated Author,Translated Title,Language,Editing Tags
Book,"Alonso Asenjo, Julio|Cigorondo, Juan",2012,Teatro colegial colonial de jesuitas de México a Chile,Valencia,Universitat de Valencia,,,288,,,,9788437090474|8437090474,,,http://www.worldcat.org/oclc/881389177,,,16th century,Education -- Colleges -- Arts -- Theater,South America -- Chile|North America -- Mexico,,,Julio Alonso Asenjo.|24 cm.|Includes bibliographical references (p. 279–288).|Colección Parnaseo ; 19.,,,,Spanish,CULL|REVIEW
Book,"Alonso-Lasheras, Diego",2011,Luis de Molina's De iustitia et iure. Justice as Virtue in an Economic Context,Leiden; Boston,Brill,,,245,,,,9789004202252|9004202250,,,,,,16th century,Philosophy|Economics|Jurisprudence,,"Molina, Luis de, 1535–1600","Luis de Molina (1535–1600) was the first scholastic doctor to legitimize the practice of money lending as a career. His De Iustitia et Iure offers a thorough description of trade practices of the vibrant economies of Portugal and Spain in the Sixteenth Century. This detailed analysis allows him to provide a moral assessment of these practices. His treatise is a capital example of how a deep commitment to received tradition and to contemporary economic issues can advance economic science and perfect moral theology through a better understanding of reality. This book shows how threads of field research, economic reflection, natural law tradition, casuistry and the quest for justice may weave together to form a major work of Catholic moral theology.",,,,,English,CULL|REVIEW
Book,"Altrichter, Michal",2008,Povstávání doteku: Uchopen v skrytu,Olomouc,Refugium Velehrad-Roma,,2,"253, 81",,,,9788074120121|8074120120|9788074120138|8074120139|9788074120145|8074120147,,,http://worldcat.org/oclc/320220651,,,20th century|21st century,Philosophy -- Aesthetics|Theology -- Anthropology|Spirituality -- Religious Life,Europe -- Czech Republic,"Altrichter, Michal, 1965–",,,"Summaries in English, German, Dutch, French, Italian, Russian and Polish.",,,Czech,CULL|REVIEW
Book,"Altrichter, Michal",2009,Od události k ideji,Olomouc,Refugium Velehrad-Roma,,,399,,,,9788074120312|8074120317,,,http://worldcat.org/oclc/500010694,,,16th century|17th century|18th century|19th century|20th century|21st century,History -- Regional|Philosophy|Spirituality|Foreign Missions -- History -- Regional,,,"Jednotícím prvkem kolekce příspěvků (miscellanea) ze tří oblastí - historie, spiritualita a filosofie - je provázanost s jezuitskou tematikou. I v této druhé řadě (Miscellanea II.) se jedná většinou o překlady ze zahraničních periodik, jako třeba: Čínské misie a umění; Jezuité a revoluční Španělsko třicátých let; Osudy zrušení Tovaryšstva Ježíšova v evropských zemích; Knížata Báthory a jezuité; Jezuitský pamflet; dále: Descartova léta v jezuitské koleji La Fleche; Nietzsche a Bůh; Hegel a pojetí Boha; anebo: Účinky slova a echo v lidské fyziognomii; a mnohé další. Navazujeme tak na předchozí sborník Miscellanea I. Odvaha k mezerám, který řadu jezuitských příspěvků otevíral.",,,,,Czech,CULL|REVIEW
Book,"Alvaro Zamora, María Isabel",2010,El plano más antiguo de Zaragoza: Descripciones literarias e imágenes dibujadas de la capital aragonesa en la Edad Moderna (1495–1614),Zaragoza,"Institución ""Fernando el Católico,"" Diputación de Zaragoza",,,179,,,,9788499110875|8499110878,,,http://worldcat.org/oclc/729698374,,,16th century|17th century,History -- Local|Architecture,Europe -- Spain -- Zaragoza,"Cock, Henri, 1554–1598",,,,,,Spanish,CULL|REVIEW
Book,"Alves, André|Azevedo Moreira, José",2009,The Salamanca School,New York,Continuum,,,"xiii, 153",,,,9781441107329|1441107320,,,http://worldcat.org/oclc/676700669,,,16th century|17th century,Theology -- Writings|Theology -- Scholasticism|Philosophy|Economic Thought|Political Thought|Writings,Europe -- Spain -- Salamanca,"Suárez, Francisco, 1548–1617|Molina, Luis de, 1535–1600","Major Conservative and Libertarian Thinkers provides comprehensive accounts of the works of seminal conservative thinkers from a variety of periods, disciplines and traditions - the first series of its kind. Even the selection of thinkers adds another aspect to conservative thinking, including not only theorists but also thinkers in literary forms and those who are also practitioners. The series comprises twenty volumes, each including an intellectual biography, historical context, critical exposition of the thinker''s work, reception and influence, contemporary relevance, bibliography includi.",,,,,English,CULL|REVIEW
Book,"Alves, Paulo Alexandre",2015,A teologia da fé em Hans Urs von Balthasar: Da fé de Cristo à fé do crente,Saarbrücken,Novas Edições Acadêmicas,,,,,,,9783841702951|3841702953,,,http://worldcat.org/oclc/934210979,,,20th century,Theology -- Aesthetics|Theology -- Faith,,"von Balthasar, Hans Urs, 1905–1988",,,,,,Portuguese,CULL|REVIEW
Book,"Alvira Banzo, Fernando",2006,"Martín Coronas, pintor",Zaragoza,Prensas Universitarias de Zaragoza,,,234,,,,9781441666444|1441666443,,,http://worldcat.org/oclc/656565132,,,19th century|20th century,Arts -- Painting|Biography,Europe -- Spain,"Coronas, Martín, 1862–1928",,,,,,Spanish,CULL|REVIEW
Book,"Amollo, Maurice O.",2009,Badilisha: A Social Transformation Manual,Nairobi,Jesuit Hakimani Centre,,,"vi, 146",,,,,,,http://worldcat.org/oclc/773198777,,,21st century,Ministries -- Social Justice|Foreign Missions -- Social Work,,,,,,,,English,CULL|REVIEW
Book,"Anderson, Cynthia Peters",2014,Reclaiming Participation: Christ as God's Life for All,Minneapolis,Fortress Press,,,301,,,,1451478178|9781451478174,,,http://worldcat.org/oclc/881204687,,,20th century,Theology -- Christology|Theology -- Patristics|Philosophy -- Ontology,,"von Balthasar, Hans Urs, 1905–1988","In an era that oscillates regularly between nihilism and the erosion of moral vision, on the one hand, and pseudo-gnostic myths of self-apotheosis on the other, the classical Christian claim of human participation in the divine as the story of the transformation of human life in its physical, moral, spiritual, and eschatological dimensions takes on radical, counter-cultural color. It is an affirmation that offers hope and meaning for humanity secured by God's participation in human life through Jesus Christ. The Christological ground of this claim is crucial to secure and animate the argument of this text. The author performs, in this, a retrieval of the Christological vision of the unification of the divine and the human in the single subject of Jesus Christ as the programmatic center point of human transformation and participation, articulated particularly by Cyril of Alexandria. The patristic pattern is used as a lens through which to examine and assess modern iterations—those of Karl Barth and Hans Urs von Balthasar. In this, the author provides a critical updating of this vital classical theme, annotating a vision of divine life opened up for created participation that can foster hope in the climes of contemporary life.",,,,,English,CULL|REVIEW
Book,"Anderson, Emma",2007,The Betrayal of Faith: The Tragic Journey of a Colonial Native Convert,Cambridge,Harvard University Press,,,"xii, 303",,,,9780674026087|067402608X,,,http://worldcat.org/oclc/85783306,,,17th century,Foreign Missions -- Biography|Foreign Missions -- Native Americans|Foreign Missions -- Conversion,North America -- Canada -- Québec|Europe -- France,,"Pierre-Anthoine Pastedechouan was born into a nomadic indigenous community of Innu living along the St. Lawrence River in present-day Quebec. In 1620, at age eleven, he was sent to France by Catholic missionaries to be educated for five years, and then brought back to help Christianize his people. ""Pastedechouan's youthful encounter with French Catholicism engendered in him a fatal religious ambivalence. Robbed of both his traditional religious identity and critical survival skills, he had difficulty winning the acceptance of his community upon his return. At the same time, his attempts to prove himself to his people led the Jesuits to regard him with increasing suspicion. Suspended between two worlds, Pastedechouan ultimately became estranged - with tragic consequences - from both his native community and his missionary mentors.""--BOOK JACKET.",,,,,English,KEEP|REVIEW
Book,"Anderson, Emma",2013,The Death and Afterlife of the North American Martyrs,"Cambridge, MA",Harvard University Press,,,463,,,,9780674051188|0674051181,,,,,,17th century|18th century|19th century|20th century,Foreign Missions -- Martyrdom,North America,,"In the 1640s eight Jesuits met a terrifying death at the hands of native antagonists. In 1930 they were canonized as North America's first saints. This book illuminates these seminal acts of violence and charts their ever-changing, controversial legacy, or ""afterlife,"" across almost four centuries.",,,,,English,KEEP|REVIEW
Book,"Andina, Ferdinando",2006,"Trent'anni fra i Parias: Il padre Faustino Corti S.J., ticinese missionario in India","Bellinzona, Switzerland",Salvioni,,,92,,,,8879671367|9788879671361,,,http://worldcat.org/oclc/122259885,,,19th century|20th century,Foreign Missions -- Biography|Foreign Missions -- History -- Regional -- Social History |Foreign Missions -- Ministries -- Social Work,Asia -- India -- Ahmadabad -- Narol|Europe -- Switzerland -- Ticino -- Curio,"Corti, Faustino, 1856–1926",,,,,,Italian,CULL|REVIEW
Book,"Andreassi, Anthony D.",2014,Teach Me to Be Generous: The First Century of Regis High School in New York City,New York,Fordham University Press,,,272,,,,9780823256334,,,www.worldcat.org/oclc/860944172,,,20th century|21st century,Education -- Schools -- Identity,North America -- USA -- New York -- New York City,,"Teach Me to Be Generous tells the remarkable story of Regis High School, the Jesuit school on New York’s Upper East Side that was founded in 1914 by an anonymous donor as a school for Catholic boys whose families could not otherwise afford a Catholic education. Enabled by the philanthropy of the founding family for nearly a century, and now by alumni and friends carrying on that tradition of generosity, Regis has been able to provide tuition-free, all-scholarship education for its entire history. It also holds the distinction of being the first free-standing Jesuit high school in the United States, with no connection to any Jesuit colleges or universities.|Regis High School’s unique story is told by an engaging storyteller and historian who has taught at the school for more than ten years. Father Andreassi offers captivating glimpses into the lives and daily experiences of Regis’s students and faculty while chronicling the development of the school’s educational philosophyand spiritual approach in its first century. Filled with entertaining anecdotes alongside wider historical context and illuminating statistical analysis, Teach Me to Be Generous tracks Regis High School through the decades of the twentieth century to the present day—from the generosity of a devout Catholic widow, through the Depression and World War II, to changes in demographics of the Catholic community and shifts in the landscape of Catholic education in New York City. During the school’s first few decades, Regis admitted thousands of Catholic boys, mostly from poor or lower-middle-class families, helping prepare them for success in college and leadership positions in the professions. Because of the closing of dozens of urban Catholic schools and the general decline of the quality of New York City’s public schools, in more recent years the school has faced the challenge of remaining true to its mission in offering an education to Catholic boys “who otherwise would not be able to afford a Catholic education.”|Teach Me to Be Generous paints a vivid portrait of the first one hundred years of an exceptional institution and looks with hope and confidence to its future.",,,,,English,KEEP|REVIEW
Book,"Andreotti, Giulio",2007,Matteo Ricci: Jezuita v Číně (1552–1610),Olomouc,Refugium Velehrad-Roma,,,111,,,"Koláček, Josef|Olivová, Lucie",9788086715827|8086715825,,,http://worldcat.org/oclc/228669012,,,16th century|17th century,Foreign Missions -- Biography,Asia -- China,"Ricci, Matteo, 1552–1610",,Na tit. s. uvedena i čínská varianta jména Mattea Ricci-Li Madou.,,,,Czech,CULL|REVIEW
Book,"Andreu Celma, José María",2008,Baltasar Gracián o la ética cristiana,Madrid,Biblioteca de Autores Cristianos,,,"xxxvi, 585",,,,9788479149512|8479149515,,,http://worldcat.org/oclc/301665414,,,17th century,Philosophy -- Ethics,Europe -- Spain,"Gracián y Morales, Baltasar, 1601–1658",,,,,,Spanish,CULL|REVIEW
Book,"Anglés y Gortari, Matías de",2006,"Copia del informe que hizo el general D. Mathias de Angles y Gortari, corregidor del Potosi, sobre los puntos, que han sido causa de las discordias sucedidas en la Ciudad de la Asunción de la provincia del Paraguay, y motivaron la persecución de D. Josef de Antequera de parte de los regulares de la Compañía.","Mairena del Aljarafe, Spain",Extramuros,,,64,,,,8493540579|9788493540579,,,http://worldcat.org/oclc/817935765,,,18th century,Foreign Missions -- Historiography|Foreign Missions -- History -- Local|Foreign Missions -- Primary Sources -- Letters,South America -- Paraguay,"Antequera y Castro, José de, 1690–1731",,"|Original Publication:  Madrid, Imp. Real de la Gazeta, 1769",,,,Spanish,CULL|REVIEW
Book,"Anglés y Gortari, Matías de",2007,"Copia del informe que hizo el general D. Mathias de Angles y Gortari: Corregidor del Potosi, sobre los puntos, que han sido causa de las discordias sucedidas",Seville,Extramuros,,,64,,,,8493540579|9788493540579,,,http://worldcat.org/oclc/180755377,,,18th century,Foreign Missions -- Primary Sources|Foreign Missions -- History -- Local,South America -- Paraguay|Europe -- Spain,,,"|Original Publication:  Madrid, Imp. Real de la Gazeta, 1769",,,,Spanish,CULL|REVIEW
Book,"Anno, Masaki",2014,Kyokairyo Nagasaki: Iezusukai to Nihon [教会領長崎: イエズス会と日本],Tokyo,Kabushiki Kaisha Kōdansha,,,218,,,,9784062585798|4062585790,,,http://worldcat.org/oclc/881422186,,,16th century,Foreign Missions -- History -- Regional,Asia -- Japan -- Nagasaki,,,,,安野眞幸,,Japanese,CULL|REVIEW
